battleTime,boatBattleSide,boatBattleWon,deckSelection,isHostedMatch,isLadderTournament,newTowersDestroyed,prevTowersDestroyed,remainingTowers,type,gameMode_id,gameMode_name,arena_id,arena_name,team_crowns,team_kingTowerHitPoints,team_name,team_princessTowersHitPoints_1,team_princessTowersHitPoints_2,team_startingTrophies,team_tag,team_trophyChange,team_clan_badgeId,team_clan_name,team_clan_tag,team_cards_id,team_cards_level,team_cards_maxLevel,team_cards_name,team_cards_starLevel,team_cards_iconUrls_medium,opponent_crowns,opponent_kingTowerHitPoints,opponent_name,opponent_princessTowersHitPoints_1,opponent_princessTowersHitPoints_2,opponent_startingTrophies,opponent_tag,opponent_trophyChange,opponent_clan_badgeId,opponent_clan_name,opponent_clan_tag,opponent_cards_id,opponent_cards_level,opponent_cards_maxLevel,opponent_cards_name,opponent_cards_starLevel,opponent_cards_iconUrls_medium,raw_file_name
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,28000011,5,6,The Log,1,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,27000008,9,9,X-Bow,1,https://api-assets.clashroyale.com/cards/300/zVQ9Hme1hlj9Dc6e1ORl9xWwglcSrP7ejow5mAhLUJc.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,28000000,10,12,Fireball,2,https://api-assets.clashroyale.com/cards/300/lZD9MILQv7O-P3XBr_xOLS5idwuz3_7Ws9G60U36yhc.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,26000030,12,14,Ice Spirit,1,https://api-assets.clashroyale.com/cards/300/lv1budiafU9XmSdrDkk0NYyqASAFYyZ06CPysXKZXlA.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,26000010,12,14,Skeletons,1,https://api-assets.clashroyale.com/cards/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,26000001,13,14,Archers,1,https://api-assets.clashroyale.com/cards/300/W4Hmp8MTSdXANN8KdblbtHwtsbt0o749BbxNqmJYfA8.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,26000000,14,14,Knight,2,https://api-assets.clashroyale.com/cards/300/jAj1Q5rclXxU9kVImGqSJxa4wEMfEhvwNQ_4jiGUuqg.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000007,7,9,Witch,1,https://api-assets.clashroyale.com/cards/300/cfwk1vzehVyHC-uloEIH6NOI0hOdofCutR5PyhIgO6w.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,27000006,14,14,Tesla,2,https://api-assets.clashroyale.com/cards/300/OiwnGrxFMNiHetYEerE-UZt0L_uYNzFY7qV_CA_OxR4.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000012,7,9,Skeleton Army,2,https://api-assets.clashroyale.com/cards/300/fAOToOi1pRy7svN2xQS6mDkhQw2pj9m_17FauaNqyl4.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,28000011,5,6,The Log,1,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220611T005754.000Z,,,collection,false,false,,,,PvP,72000044,Ladder_GoldRush,54000061,Arena 2,0,5667,*Stevie*,2517,,5049,#YLY8GJ0LY,-21,16000024,Landeier NF,#20YCPGC,26000012,7,9,Skeleton Army,2,https://api-assets.clashroyale.com/cards/300/fAOToOi1pRy7svN2xQS6mDkhQw2pj9m_17FauaNqyl4.png,1,5667,MGallowayy,738,3291,5079,#9RUQ0UPP,27,16000001,STL Royal,#YRCV0Y08,27000008,9,9,X-Bow,1,https://api-assets.clashroyale.com/cards/300/zVQ9Hme1hlj9Dc6e1ORl9xWwglcSrP7ejow5mAhLUJc.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
